id,name,address,latitude,longitude,region,type_id,type_name,notes,product,product,product,service,service,service,service,service,region,region
176,7-Eleven Woodridge,"Compton Road, corner North Road, Woodridge, Southern",-27.6187,153.105,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
1401,7-Eleven Woodridge,"Kingston Road, Slacks Creek, Queensland, Australia",-27.620445,153.115424,,1,Standard retailer,,,,,,,,,,Brisbane,
711,7-Eleven Wurtulla,"1 Piringa Street, Wurtulla, Queensland, Australia",-26.759023,153.125012,Airlie Beach,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Airlie Beach,
179,7-Eleven Wynnum,"Edith Road, corner Tingal Road, Wynnum, Eastern",-27.4462,153.172,Eastern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
180,7-Eleven Yamanto,"130 Ash Street, corner Astral Court, Yamanto, Western",-27.6547,152.754,Western,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
181,7-Eleven Yeronga,"563 Fairfield Road, Yeronga, Brisbane South",-27.5195,153.015,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
182,7-Eleven Zillmere,"Zillmere Road, corner Handford Road, Zillmere, Brisbane North",-27.3595,153.038,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
412,Airtrain Domestic Terminal (Brisbane Airport),"Airport Drive, Airport (Brisbane), Brisbane East",-27.3852,153.119,Brisbane,6,Rail ticket office,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Refund,Change expiry date,,Brisbane,
413,Airtrain International Terminal (Brisbane Airport),"Airport Drive, Airport (Brisbane), Brisbane East",-27.403,153.109,Brisbane,6,Rail ticket office,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Refund,Change expiry date,,Brisbane,
1841,Albany Creek News ,"Shop 13, 700 Albany Creek Road, Albany Creek, Queensland, Australia",-27.346343,152.969103,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
2,Albion Station,"49 Albion Road, Albion, Brisbane North",-27.429438,153.040021,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
196,Albion Station,"49 Albion Road, Albion, Brisbane North",-27.429409,153.040021,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
534,Alderley Licensed Post Office,"19 Samford Road, Alderley, Queensland, Australia",-27.424959,153.000265,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
391,Alderley Station,"Railway Place, Alderley, Brisbane North",-27.423443,153.000987,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
197,Alderley Station,"Railway Place, Alderley, Brisbane North",-27.423433,153.000987,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
650,Alexpress Mart,"98-110 Alexandra Parade, Alexandra Headland, Sunshine Coast",-26.66553,153.105607,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
392,Altandi Station,"125 Mains Road, Sunnybank, Brisbane South",-27.58269,153.063397,Brisbane,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
198,Altandi Station,"125 Mains Road, Sunnybank, Brisbane South",-27.582671,153.063376,Brisbane,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
1006,Aquarius Backpackers,"44 Queen Street, Southport, Queensland, Australia",-27.973494,153.415458,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
726,Ascot News,"3/71 Racecourse Road, Ascot, Queensland, Australia",-27.436058,153.064916,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
199,Ascot Station,"McGill Avenue, Ascot (Brisbane City), Brisbane North",-27.429214,153.063238,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
4,Ashgrove News,"Ashgrove Shopping Centre, 16 Ashgrove Avenue, Ashgrove, Brisbane North",-27.4447,152.994,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
701,Ashmore City News,"Shop 10, Ashmore City Shopping Centre, Southport-Nerang and Currumburra Roads, Ashmore, Gold Coast",-27.977936,153.38047,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
1166,Ashmore Newsextra,"160 Cotlew Street, Ashmore, Queensland, Australia",-27.9871,153.383257,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
601,Aspley Bus Interchange,"Pick n Pay Hypermarket, Albany Creek Rd, Aspley, Brisbane North",-27.363956,153.012848,Brisbane North,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
373,Auchenflower Station,"Auchenflower Terrace, Auchenflower , Brisbane West",-27.476547,152.996732,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
200,Auchenflower Station,"Auchenflower Terrace, Auchenflower, Brisbane West",-27.476557,152.996743,Brisbane West,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
671,Australia Fair News,"Shop G112 Australia Fair Shopping Centre, Marine Parade, Southport, Gold Coast",-27.968746,153.415815,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
1671,Australia Post Office Coopers Plains,"896 Boundary Road, Coopers Plains, QLD, 4108, Australia",-27.569609,153.036245,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
377,Bald Hills Station,"Cullimore Street, Bald Hills, Brisbane North",-27.321372,153.011644,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
201,Bald Hills Station,"Cullimore Street, Bald Hills, Brisbane North",-27.321362,153.011654,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
390,Banoon Station,"82 Breton Street, Sunnybank, Brisbane South",-27.576024,153.046161,Brisbane,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
202,Banoon Station,"82 Breton Street, Sunnybank, Brisbane South",-27.576019,153.046177,Brisbane,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
194,Banyo News and Officesmart,"276 St Vincents Road, Banyo, Brisbane North",-27.3749,153.077,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
203,Banyo Station,"268 St Vincents Road, Banyo, Brisbane North",-27.374986,153.077279,Brisbane North,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
570,Banyo Station,"268 St Vincents Road, Banyo, Brisbane North",-27.374995,153.077268,Brisbane North,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
1086,Baronnet Apartments,"12 Enderley Avenue, Surfers Paradise, Queensland, Australia",-28.009103,153.430639,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
696,Bay Island Transit Ticket Office,"Weinam Creek Marina, Banana St, Redland Bay, Eastern",-27.615168,153.308834,Moreton Bay,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Refund,Change expiry date,,Moreton Bay,
1011,Bay Lodge Apartments,"35 Palm Avenue, Surfers Paradise, Queensland, Australia",-27.995222,153.426284,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
816,Beaudesert News,"97 Brisbane Street, Beaudesert, Queensland, Australia",-27.98768,152.995942,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
204,Beenleigh Station,"Alamein Street, Beenleigh, ",-27.717115,153.204236,Logan,5,Rail fare machine,,,,,Top up,,,,,Logan,
9,Beenleigh Station,"Alamein Street, Beenleigh, Southern",-27.717125,153.204215,Logan,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
205,Beerburrum Station,"Church Street, Beerburrum, Northern",-26.959839,152.959021,Sunshine Coast,6,Rail ticket office,,,,,Top up,,,,,Sunshine Coast,
408,Beerwah Station,"Beerwah Parade, Beerwah, Northern",-26.857889,152.958349,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
206,Beerwah Station,"Beerwah Parade, Beerwah, Northern",-26.857894,152.958386,Sunshine Coast,6,Rail ticket office,,,,,Top up,,,,,Sunshine Coast,
409,Bethania Station,"Station Road, Bethania, Southern",-27.688452,153.158762,Logan,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
207,Bethania Station,"Station Road, Bethania, Southern",-27.688471,153.158762,Logan,6,Rail ticket office,,,,,Top up,,,,,Logan,
208,Bindha Station,"Park Street, Banyo, Brisbane North",-27.382901,153.07245,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
396,Biota Street News,"155 Biota Street, Inala, Brisbane West",-27.5874,152.973,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
410,Birkdale station,"Napier Street, Birkdale, Eastern",-27.493943,153.218472,Eastern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Redlands,
209,Birkdale Station,"Napier Street, Birkdale, Eastern",-27.493933,153.218483,Redlands,6,Rail ticket office,,,,,Top up,,,,,Redlands,
193,Bli Bli News,"Shop 5, River Markets, David Low Way, Bli Bli, Sunshine Coast",-26.6221,153.044,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
67,Bloomfield Street News,"115 - 117 Bloomfield Street, Cleveland, Eastern",-27.5275,153.267,Moreton Bay,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Moreton Bay,
347,Blunder Road Newsagency,"146 Blunder Road, Oxley, Queensland, Australia",-27.575481,152.983028,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
593,Boggo Road Busway,"Quarry Street, Woolloongabba, Brisbane South",-27.492742,153.030513,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
501,Bond University Bookshop,"Shop 5-6, Commercial Centre, Bond University, Robina, Gold Coast",-28.0465,153.409,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
340,Boondall News and Casket,"Sues Korner, 2128 Sandgate Road, Boondall, Brisbane North",-27.3527,153.06,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
210,Boondall Station,"Aberdeen Parade, Boondall, Brisbane North",-27.346405,153.067622,Brisbane North,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
411,Boondall station,"Aberdeen Parade, Boondall, Brisbane North",-27.346377,153.067633,Brisbane North,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
211,Booval Station,"South Station Road, Booval, Western",-27.609357,152.789791,Western,5,Rail fare machine,,,,,Top up,,,,,Ipswich,
11,Booval Station,"South Station Road, Booval, Western",-27.609357,152.789796,Western,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Ipswich,
13,Bowen Hills Station,"Abbotsford Road, Bowen Hills, Brisbane Central",-27.445181,153.03756,Brisbane Central,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
212,Bowen Hills Station,"Abbotsford Road, Bowen Hills, Brisbane Central",-27.445162,153.037549,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
525,BP Cooroy Supermart,"28 Elm Street, Cooroy, Sunshine Coast",-26.4184,152.912,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Sunshine Coast,
615,BP Yandina Food Stop,"24 Farrell Street, Yandina, Sunshine Coast",-26.559987,152.956586,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
17,Bray Park Station,"Railway Avenue, Bray Park (Moreton Bay Regional), Northern",-27.299367,152.986032,Moreton Bay,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Moreton Bay,
213,Bray Park Station,"Railway Avenue, Bray Park (Moreton Bay Regional), Northern",-27.299357,152.986145,Moreton Bay,6,Rail ticket office,,,,,Top up,,,,,Moreton Bay,
1091,Breakfree Acapulco,"2 Thornton Street, Surfers Paradise, Queensland, Australia",-28.010543,153.431904,,2,Preloaded reseller,,Gold Coast go explore card,,,Change expiry date,,,,,Gold Coast,
1096,Breakfree Beachpoint,"Staghorn Avenue and The Esplanade, Surfers Paradise, Queensland, Australia",-27.995515,153.430342,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1101,Breakfree Cosmpolitan,"3142 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.003255,153.428659,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1106,Breakfree Diamond Beach,"10-16 Alexandra Avenue, Mermaid Beach, Queensland, Australia",-28.036277,153.434403,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1111,Breakfree Longbeach,"28 Northcliffe Terrace, Surfers Paradise, Queensland, Australia",-28.00749,153.430861,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1016,Breakfree Morrocan,"14 View Avenue, Surfers Paradise, Queensland, Australia",-27.997806,153.429731,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
604,Bribie Island Park n Ride,"Cnr Village and Victory Road, Bongaree, Bribie Island, Northern",-27.06552,153.158635,Northern,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
677,Brisbane Convenience Centre,"183 Ann Street, Brisbane, Brisbane Central",-27.467113,153.025228,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
559,Broadbeach News and Casket,"2703 Gold Coast Highway, Broadbeach, Gold Coast",-28.029247,153.430453,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
941,Broadbeach North Tram Station,"Corner Gold Coast Highway and Queensland Avenue, Broadbeach, Queensland, Australia",-28.028599,153.429787,,5,Rail fare machine,,go card,,,Buy,Top up,,,,Gold Coast,
1541,Broadbeach Oasis News ,"Victoria Avenue, Broadbeach, Queensland, Australia",-28.029567,153.432791,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
946,Broadbeach South Tram Station,"Corner Gold Coast Highway and Hooker Boulevard, Broadbeach, Queensland, Australia",-28.035763,153.431112,,5,Rail fare machine,,go card,,,Buy,Top up,,,,Gold Coast,
539,Broadcast News,"Shop 1, 39 Sherwood Road, Toowong, Brisbane West",-27.4854,152.992,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
951,Broadwater Parklands Tram Station,"Corner Queen Street and Ada Bell Way, Southport, Queensland, Australia",-27.97349,153.418964,,5,Rail fare machine,,go card,,,Buy,,,,,Gold Coast,
602,Brookside Bus Interchange,"Brookside Shopping Centre, Mitchelton, Brisbane North",-27.410027,152.978784,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
1786,Buderim Foodworks,"60 Burnett Street, Buderim, Queensland, Australia",-26.686402,153.049497,Sunshine Coast,2,Preloaded reseller,Effective from 11 March 2016 ,,,,,,,,,Sunshine Coast,
414,Bundamba Station,"Mining Street, Bundamba, Western",-27.6075,152.804571,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Ipswich,
215,Bundamba Station,"Mining Street, Bundamba, Western",-27.607519,152.804549,Ipswich,6,Rail ticket office,,,,,Top up,,,,,Ipswich,
481,Buranda Busway Station,"OKeefe Street, Buranda, Brisbane South",-27.497029,153.039182,Brisbane South,4,Bus fare machine,,go card,,,Buy,Top up,,,,Brisbane,
216,Buranda Station,"Gillingham Street, Buranda, Brisbane South",-27.496571,153.040397,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
415,Buranda Station,"Gillingham Street, Buranda, Brisbane South",-27.496576,153.040386,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
623,Burpengary News,"Shop 22 Burpengary Plaza, Station Road, Burpengary, Northern",-27.154338,152.97469,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
59,Burpengary Station,"Burpengary Road, Burpengary, Northern",-27.163078,152.957113,Moreton Bay,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Moreton Bay,
217,Burpengary Station,"Burpengary Road, Burpengary, Northern",-27.163063,152.957107,Moreton Bay,6,Rail ticket office,,,,,Top up,,,,,Moreton Bay,
645,Burstall Avenue News,"Belmont Shopping Plaza, Cnr Burstall Ave and Belmont Road, Belmont, Brisbane East",-27.484423,153.126052,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
60,Caboolture Station,"Matthew Terrace, Caboolture, Northern",-27.083347,152.954011,Moreton Bay,5,Rail fare machine,,go card,,,Top up,,,,,Moreton Bay,
218,Caboolture Station ,"Matthew Terrace, Caboolture, Northern",-27.083338,152.954021,Moreton Bay,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Moreton Bay,
655,Caloundra Newsagency,"72 Bulcock Street, Caloundra, Sunshine Coast",-26.80477,153.131188,Sunshine Coast,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
517,Camp Hill Newsagency,"569 Old Cleveland Road, Camp Hill, Brisbane East",-27.493,153.075,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
1531,Campus Book Shop,"Building G.40, Griffith University Gold Coast Campus, Parklands Drive, Southport, Queensland, Australia",-27.962918,153.380708,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
675,Campus Bookshop,"The Link Building (G07) Griffith University Gold Coast Campus , Southport, Gold Coast",-27.962054,153.379764,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
156,Campus News,"Staffhouse Road, Union Complex, University Of Queensland (building 4), St Lucia, Brisbane West",-27.4982,153.014,Brisbane,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
595,Cannon Hill Bus Interchange,"Cannon Hill Shopping Centre, Creek Road, Cannon Hill, Brisbane East",-27.470755,153.096887,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
382,Cannon Hill Station,"60 Barracks Road, Cannon Hill, Brisbane East",-27.465376,153.088099,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
219,Cannon Hill Station,"60 Barracks Road, Cannon Hill, Brisbane East",-27.465367,153.088115,Brisbane,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
351,Carina Newsagency,"836 Old Cleveland Rd, Carina, Brisbane East",-27.4955,153.089,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
594,Carindale Bus Interchange,"Westfield Carindale Shopping Centre, Carindale, Brisbane East",-27.503369,153.102971,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
364,Carseldine Station,"Beams Road, Carseldine, Brisbane North",-27.348448,153.029161,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
220,Carseldine Station,"Beams Road, Carseldine, Brisbane North",-27.348448,153.029145,Brisbane North,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
741,Casino News,"131 George Street, Brisbane, Queensland, Australia",-27.472178,153.025012,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
1241,Cavill Avenue Tram Station,"Corner Surfers Paradise Boulevard and Cavill Avenue, Surfers Paradise, Queensland, Australia",-28.001657,153.428313,,5,Rail fare machine,,go card,,,Buy,Top up,,,,Gold Coast,
32,Central station,"Ann Street, Brisbane , Brisbane Central",-27.465905,153.025936,Brisbane Central,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
221,Central station,"Cnr Edward and Ann Street, Brisbane , Brisbane Central",-27.465905,153.025936,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
1021,Centrepoint Apartments,"67 Ferny Avenue, Surfers Paradise, Queensland, Australia",-27.998162,153.427801,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
637,Chapel Hill News,"8/620 Moggill Rd, Chapel Hill, Brisbane West",-27.505594,152.960821,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
352,Chatswood Hills News,"Shop 34 Chatswood Central, Chatswood Rd, Springwood, Southern ",-27.6334,153.139,Southern ,1,Standard retailer,,go card,,,Buy,,,,,,
416,Chelmer station,"140 Honour Avenue, Chelmer, Brisbane South",-27.511648,152.972882,Brisbane,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
222,Chelmer station,"140 Honour Avenue, Chelmer, Brisbane South",-27.511648,152.972871,Brisbane South,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
485,Chermside Bus Interchange,"corner Gympie and Hamilton Roads, Chermside, Brisbane North",-27.3854,153.031,Brisbane North,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
680,Chevron 7 Day Express Food Store,"46 Thomas Drive, Surfers Paradise, Gold Coast",-27.998069,153.419628,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1116,Chevron Palms,"48 - 54 Stanhill Drive, Surfers Paradise, Queensland, Australia",-27.997265,153.422847,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1026,Chevron Towers Tour Desk,"23 Ferny Avenue, Surfers Paradise, Queensland, Australia",-27.999546,153.427723,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
344,Chris Supa IGA,"881 Old Cleveland Road, Carina, Brisbane East",-27.4963,153.095,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
629,Christines Corner Newsagency,"5/221 Christine Avenue, Varsity Lakes, Gold Coast",-28.085385,153.42483,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
33,City Mall News,"Queen Street Kiosk, Brisbane , Brisbane Central",-27.4685,153.027,Brisbane,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
34,City News,"10 Eagle Street, Brisbane , Brisbane Central",-27.4694,153.03,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
487,Clarks Logan City Bus ticket kiosk Loganholme,"Logan Hyperdome, corner Pacific Highway and Bryants Road, Loganholme, Southern",-27.6606,153.173,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
488,Clarks Logan City Bus ticket kiosk Springwood,"Springwood bus station, Springwood, Southern",-27.6144,153.126,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
223,Clayfield station,"761 Sandgate Road, Clayfield, Brisbane North",-27.4175,153.057,Brisbane North,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
224,Cleveland station,"Shore Street, Cleveland, Eastern",-27.524219,153.265667,Redlands,5,Rail fare machine,,,,,Top up,,,,,Redlands,
68,Cleveland station,"Shore Street, Cleveland, Eastern",-27.52421,153.265657,Redlands,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Redlands,
576,Clock Corner Convenience Store & Take-Away,"13/521 Beams Rd, Carseldine, Brisbane North",-27.3482,153.028,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
609,Co-op Bookshop (USC),"University of Sunshine Coast, Sippy Downs Drive, Sippy Downs, Queensland, Australia",-26.718071,153.062414,Sunshine Coast,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
630,Co-Op Bookshop ACU,"Aust Catholic University, Nudgee Rd, Banyo, Brisbane North",-27.379966,153.148047,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
631,Co-Op Bookshop GU Logan,"Griffith Uni Logan Campus, University Drive, Meadowbrook, Southern",-27.664398,153.148047,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
632,Co-Op Bookshop GU Mt Gravatt,"Griffith Uni Mt Gravatt Campus, Messines Ridge Rd, Mount Gravatt, Brisbane South",-27.543289,153.052821,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
633,Co-Op Bookshop QCM ,"Qld Conservatorium of Music, 140 Grey Street, South Brisbane, Brisbane South",-27.477569,153.021132,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
638,Co-op Bookshop UQ Gatton,"Building 8123, Morrison Hall, Inner Ring Road, Gatton, Western",-27.555737,152.337285,Western,1,Standard retailer,,go card,,,Buy,,,,,,
639,Co-op Bookshop UQ Ipswich,"Building 12, Room 108, Salisbury Road, Ipswich, Western",-27.628126,152.756307,Western,1,Standard retailer,,go card,,,Buy,,,,,,
353,Collingwood Park News,"Shop 1, Redbank Plaza Shopping Centre, Collingwood Drive, Redbank, Western",-27.6059,152.868,Western,1,Standard retailer,,go card,,,Buy,,,,,,
1471,Colonial Village 4 Espresso,"351 Beams Road, Taigum, Queensland, Australia",-27.349545,153.041259,,2,Preloaded reseller,,,,,,,,,,Brisbane,
556,Commercial Road News,"52 Commercial Road, Fortitude Valley, Brisbane Central",-27.4533,153.044,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
225,Coomera station,"Railway Reserve 11 Foxwell Road, Coomera, Gold Coast",-27.8535,153.318,Gold Coast,5,Rail fare machine,,,,,Top up,,,,,Gold Coast,
385,Coomera station,"Railway Reserve 11 Foxwell Road, Coomera, Gold Coast",-27.8535,153.318,Gold Coast,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
226,Coopers Plains station,"Henley Street, Coopers Plains, Brisbane South",-27.5684,153.036,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
417,Coopers Plains station,"Henley Street, Coopers Plains, Brisbane South",-27.5684,153.036,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
227,Cooroy  station,"Elm Street, Cooroy, Sunshine Coast",-26.4187,152.911,Sunshine Coast,5,Rail fare machine,,,,,Top up,,,,,Sunshine Coast,
418,Cooroy station,"Elm Street, Cooroy, Sunshine Coast",-26.4187,152.911,Sunshine Coast,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
586,Coorparoo News,"Shop 6, Coorparoo Convenience Centre, 208 Old Cleveland Road, Coorparoo, Brisbane East",-27.497168,153.054055,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
366,Coorparoo station ,"Cavendish Road, Coorparoo, Brisbane East",-27.4897,153.055,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
228,Coorparoo station,"Cavendish Road, Coorparoo, Brisbane East",-27.4897,153.055,Brisbane,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
73,Corinda station,"Watt Street, corner Ruthven Street, Corinda, Brisbane South",-27.5396,152.98,Brisbane,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
229,Corinda station,"Cnr Watt &amp; Ruthven Street, Corinda, Brisbane South",-27.5396,152.98,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
116,Cotton Tree News,"9 King Street, Maroochydore, Sunshine Coast",-26.6547,153.101,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
1121,Crown Towers Resort,"5-19 Palm Avenue, Surfers Paradise, Queensland, Australia",-27.995758,153.427978,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
480,Cultural Centre busway station,"corner of Grey and Melbourne Streets, South Brisbane, Brisbane Central",-27.4732,153.019,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
